Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude
2200,680,69,2,2,1,2,0,1,1,0,Morumbi/São Paulo,rent,apartment,-23.625366,-46.742746
2200,1561,130,4,3,1,2,0,0,1,0,Morumbi/São Paulo,rent,apartment,-23.618533,-46.735504
2500,1330,78,2,3,2,2,0,1,1,0,Morumbi/São Paulo,rent,apartment,-23.629648,-46.732418
12000,0,271,4,4,3,5,0,1,1,0,Morumbi/São Paulo,rent,apartment,-23.62014,-46.735439
1132,287,60,3,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692781,-46.656225
1200,1,50,2,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692641,-46.67377
1150,700,65,3,2,1,1,1,0,1,0,Pedreira/São Paulo,rent,apartment,-23.684914,-46.670173
2000,330,61,2,2,1,1,1,0,1,0,Pedreira/São Paulo,rent,apartment,-23.690329,-46.686661
850,1,40,1,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692641,-46.67377
1120,380,68,3,2,1,1,1,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692903,-46.65634
10000,4000,420,4,5,4,4,0,0,1,0,Pedreira/São Paulo,rent,apartment,-23.679293,-46.684711
1100,600,75,2,2,1,1,1,0,1,0,Pedreira/São Paulo,rent,apartment,-23.684914,-46.670173
1350,0,62,2,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692903,-46.65634
2400,270,70,2,3,2,2,0,1,1,0,Pedreira/São Paulo,rent,apartment,-23.694651,-46.674224
2300,400,59,2,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.679293,-46.684711
1000,215,48,1,2,1,1,1,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692781,-46.656225
1600,450,50,2,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.690892,-46.67809
6500,4509,400,4,5,4,3,0,0,1,0,Pedreira/São Paulo,rent,apartment,-23.679293,-46.684711
1700,547,78,3,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.686174,-46.660482
800,0,35,1,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.694688,-46.666129
10000,3500,390,4,5,4,1,0,0,1,0,Pedreira/São Paulo,rent,apartment,-23.679293,-46.684711
1600,350,112,2,2,1,2,0,0,1,0,Pedreira/São Paulo,rent,apartment,-23.683386,-46.672598
1300,0,65,2,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692829,-46.6563
1400,0,65,2,2,1,1,0,0,0,0,Pedreira/São Paulo,rent,apartment,-23.692781,-46.656225
1800,508,61,2,2,1,1,1,0,1,0,Sacomã/São Paulo,rent,apartment,-23.61389,-46.597086
1900,450,53,2,2,1,1,1,0,1,0,Sacomã/São Paulo,rent,apartment,-23.614067,-46.597784
1000,455,70,1,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.612915,-46.597279
2300,550,65,2,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.614862,-46.599251
1400,538,69,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.606956,-46.602505
1970,460,65,2,2,1,1,1,0,1,0,Sacomã/São Paulo,rent,apartment,-23.614862,-46.599251
3200,915,100,3,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.613499,-46.602964
3000,440,90,3,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.624247,-46.602207
1800,0,55,2,2,1,1,1,1,0,0,Sacomã/São Paulo,rent,apartment,-23.608876,-46.597946
1200,483,52,2,2,1,1,0,1,0,0,Sacomã/São Paulo,rent,apartment,-23.614906,-46.596925
1300,430,48,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.613253,-46.599971
3000,443,85,2,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.624247,-46.602207
1400,520,71,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.609139,-46.599784
1400,500,48,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.595288,-46.618496
1600,680,55,2,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.598483,-46.615877
1860,683,76,3,2,1,2,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.613424,-46.598163
1200,483,60,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.613147,-46.597245
2600,0,69,3,2,1,2,1,1,1,0,Sacomã/São Paulo,rent,apartment,-23.654528,-46.6122
1100,662,58,2,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.598483,-46.615877
800,496,55,2,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.614995,-46.596954
2500,325,50,2,2,1,1,1,1,0,0,Sacomã/São Paulo,rent,apartment,-23.613253,-46.599971
1400,570,60,2,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.608696,-46.601406
2500,490,65,2,2,1,1,1,1,1,0,Sacomã/São Paulo,rent,apartment,-23.614521,-46.599654
3000,697,90,4,3,1,2,0,1,1,0,Sacomã/São Paulo,rent,apartment,-23.627146,-46.601796
2500,1200,114,3,2,1,2,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.603563,-46.605914
1200,500,60,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.613147,-46.597245
1900,434,60,2,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.617961,-46.596837
1500,540,65,3,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.648517,-46.59903
930,400,52,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.635917,-46.597131
950,502,62,2,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.626966,-46.604183
1000,456,40,1,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.616464,-46.59669
1550,510,55,2,2,1,1,0,0,0,0,Sacomã/São Paulo,rent,apartment,-23.607665,-46.600494
1000,0,35,1,2,1,1,0,0,1,0,Sacomã/São Paulo,rent,apartment,-23.615481,-46.605486
1400,475,51,2,2,1,1,1,1,0,0,Sacomã/São Paulo,rent,apartment,-23.620903,-46.596234
1100,763,72,2,2,1,2,1,0,1,0,Sacomã/São Paulo,rent,apartment,-23.622376,-46.59944
1200,400,65,2,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.64986,-46.601386
4000,450,45,1,2,1,1,1,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.626323,-46.700928
3300,0,65,2,2,1,1,1,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.660765,-46.706892
8000,0,273,10,4,1,8,0,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.626021,-46.682821
15000,0,309,4,6,4,4,0,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.6558,-46.689602
2500,940,78,3,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.64678,-46.700776
1800,1300,70,2,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.627829,-46.692361
7500,3204,370,4,6,4,5,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.6558,-46.689602
3000,1447,113,3,4,1,2,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.644463,-46.696749
5000,1500,160,4,4,1,1,1,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.63566,-46.69541
4300,1530,127,3,5,3,2,1,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.643285,-46.698135
1300,500,60,2,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.653663,-46.706692
1750,586,60,2,2,1,1,0,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.648772,-46.702301
5000,0,193,3,4,1,2,0,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.638552,-46.699918
2900,596,76,2,2,1,1,0,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.649077,-46.704577
1750,750,75,3,2,1,2,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.661668,-46.684751
18000,3500,370,4,6,4,5,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.655868,-46.693188
2590,1335,120,3,3,1,2,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.64678,-46.700776
4500,800,110,3,3,2,2,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.629488,-46.694142
1300,600,45,1,2,1,1,1,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.649304,-46.702248
1800,500,32,1,2,1,1,0,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.647794,-46.705453
2300,0,60,2,2,1,1,0,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.649984,-46.702367
1800,940,80,2,2,1,1,1,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.632099,-46.692951
3600,465,38,1,2,1,1,0,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.626323,-46.700928
2200,1585,100,3,4,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.650357,-46.697964
3000,1573,186,4,2,1,3,1,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.647625,-46.700942
3600,800,55,1,2,1,1,0,1,0,0,Santo Amaro/São Paulo,rent,apartment,-23.627699,-46.698818
2500,600,40,1,2,1,1,0,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.645515,-46.703471
4300,0,55,1,2,1,1,1,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.627699,-46.698818
3700,1700,128,3,5,3,2,0,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.644463,-46.696749
10000,3204,370,4,6,4,5,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.6558,-46.689602
5800,1076,115,3,3,1,2,1,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.649162,-46.702493
1600,0,38,1,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.643684,-46.700094
3500,1550,166,3,3,1,1,0,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.635658,-46.695412
16000,2800,370,5,7,4,5,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.65471,-46.69081
8000,0,93,2,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.627302,-46.698698
3000,685,40,1,2,1,1,0,0,0,0,Santo Amaro/São Paulo,rent,apartment,-23.645515,-46.703471
1600,743,50,2,2,1,1,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.621139,-46.64171
1650,890,66,2,2,1,2,0,0,0,0,Saúde/São Paulo,rent,apartment,-23.614449,-46.636304
1800,747,55,2,2,1,1,0,0,0,0,Saúde/São Paulo,rent,apartment,-23.620837,-46.63709
1500,480,50,1,2,1,1,0,0,0,0,Saúde/São Paulo,rent,apartment,-23.609519,-46.63074
1300,664,60,2,2,1,1,1,1,1,0,Saúde/São Paulo,rent,apartment,-23.626257,-46.623835
2700,544,74,2,2,1,1,1,0,0,0,Saúde/São Paulo,rent,apartment,-23.60154,-46.63152
2500,750,80,3,2,1,1,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.615805,-46.632764
2000,905,64,2,2,1,1,1,1,1,0,Saúde/São Paulo,rent,apartment,-23.6151,-46.629578
1600,760,52,2,2,1,2,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.613737,-46.624575
1600,900,45,1,2,1,1,1,1,1,0,Saúde/São Paulo,rent,apartment,-23.611433,-46.630555
2865,815,67,2,2,1,1,0,1,1,0,Saúde/São Paulo,rent,apartment,-23.615193,-46.635853
1800,630,60,2,2,1,1,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.622699,-46.639436
1800,820,55,2,2,1,1,0,0,0,0,Saúde/São Paulo,rent,apartment,-23.620837,-46.63709
1700,665,65,2,2,1,1,1,0,0,0,Saúde/São Paulo,rent,apartment,-23.621285,-46.641742
1900,860,55,2,2,1,1,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.62262,-46.639203
2000,500,62,2,2,1,1,1,0,0,0,Saúde/São Paulo,rent,apartment,-23.620855,-46.617002
3000,980,99,3,3,1,3,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.616971,-46.632541
1900,653,59,2,2,1,1,0,1,0,0,Saúde/São Paulo,rent,apartment,-23.612641,-46.633363
1800,750,48,2,2,1,1,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.607877,-46.630507
1250,300,45,1,2,1,1,0,0,0,0,Saúde/São Paulo,rent,apartment,-23.617496,-46.634975
2000,480,65,2,2,1,1,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.620855,-46.617002
1690,515,60,2,2,1,1,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.615464,-46.63413
2200,600,54,2,2,1,2,1,1,1,0,Saúde/São Paulo,rent,apartment,-23.620855,-46.617002
4000,1079,115,4,5,2,4,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.612428,-46.635146
2500,750,80,3,2,1,2,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.615805,-46.632764
1500,700,64,2,2,1,1,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.622574,-46.641705
1600,917,53,2,2,1,1,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.616537,-46.642564
1700,600,60,2,2,1,1,1,0,0,0,Saúde/São Paulo,rent,apartment,-23.609199,-46.632536
3500,1007,93,3,2,1,2,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.625409,-46.624245
2100,750,65,2,2,1,2,0,1,1,0,Saúde/São Paulo,rent,apartment,-23.620855,-46.617002
2000,700,75,2,2,1,1,1,0,0,0,Saúde/São Paulo,rent,apartment,-23.61945,-46.636102
2200,800,78,3,2,1,1,1,0,1,0,Saúde/São Paulo,rent,apartment,-23.614447,-46.636304
2000,790,74,3,2,1,1,1,0,0,0,Saúde/São Paulo,rent,apartment,-23.614254,-46.642544
1700,350,49,2,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.674536,-46.715107
1800,0,83,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276
1700,320,60,2,2,1,1,1,1,0,0,Socorro/São Paulo,rent,apartment,-23.674403,-46.714611
1400,680,72,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765
1370,630,75,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765
1050,500,50,2,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.679026,-46.708373
1700,0,55,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.672428,-46.713773
1400,680,75,3,2,1,1,1,1,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765
1600,350,49,2,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.674536,-46.715107
1050,450,50,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.670655,-46.72106
1580,0,60,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.669966,-46.721914
1800,307,83,3,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276
1300,600,75,3,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.689616,-46.698819
1600,400,55,2,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.674403,-46.714611
1300,0,70,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.672966,-46.711673
1390,1,35,1,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.670022,-46.714796
1400,700,75,3,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.689834,-46.700382
2000,0,70,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.690551,-46.700091
2200,640,74,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765
1800,400,52,2,2,1,1,1,1,1,0,Socorro/São Paulo,rent,apartment,-23.674069,-46.716556
1100,480,50,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.669143,-46.722027
1700,320,65,2,2,1,1,0,1,0,0,Socorro/São Paulo,rent,apartment,-23.674393,-46.71402
1400,680,73,3,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765
1400,640,74,3,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.690551,-46.700091
1500,700,73,3,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765
4500,1200,134,3,5,3,2,0,0,1,0,Socorro/São Paulo,rent,apartment,-23.673451,-46.697223
1400,560,75,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.670655,-46.72106
1760,350,52,2,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.674536,-46.715107
1900,537,52,2,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.679026,-46.708373
1460,340,50,2,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.674536,-46.715107
1380,620,75,3,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.669143,-46.722027
1800,310,83,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276
1400,442,52,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.679101,-46.708413
1800,275,83,3,2,1,1,0,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276
1800,275,83,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276
1800,50,83,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276
2500,440,55,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.628076,-46.740218
2500,1090,120,3,2,1,2,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.637261,-46.738329
1200,808,45,1,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.627312,-46.733091
3000,2075,196,3,5,3,3,0,0,0,0,Vila Andrade/São Paulo,rent,apartment,-23.623707,-46.737871
3800,1625,145,1,3,1,2,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.623642,-46.735099
13990,1800,200,3,5,3,4,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.629999,-46.730794
1500,822,70,2,2,1,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.632342,-46.738971
4800,2408,243,4,5,4,4,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.62957,-46.719437
1650,900,65,1,2,1,1,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.634445,-46.731907
1800,0,47,2,2,1,1,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.627557,-46.747131
7400,2500,211,3,5,3,3,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.632975,-46.732906
2100,550,58,2,2,1,1,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.626041,-46.7436
3000,1000,126,3,4,3,3,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.628025,-46.734246
3000,980,110,3,4,1,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.63129,-46.731776
2500,950,96,3,3,1,2,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.635316,-46.734395
2700,532,66,3,2,1,2,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.627557,-46.747131
2700,0,57,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.632483,-46.729565
3900,1,67,2,2,1,1,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.629496,-46.740082
1500,1780,99,3,3,1,2,1,0,0,0,Vila Andrade/São Paulo,rent,apartment,-23.635475,-46.734154
2800,850,103,2,3,2,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.631415,-46.739864
2400,636,71,2,2,1,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.625893,-46.742146
1590,790,45,1,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.627312,-46.733091
1500,700,58,1,2,1,2,0,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.625157,-46.732107
3300,1100,130,4,5,4,3,0,0,0,0,Vila Andrade/São Paulo,rent,apartment,-23.627068,-46.734509
2100,770,71,2,2,1,2,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.625893,-46.742146
1650,660,38,1,2,1,1,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.626381,-46.740652
1500,700,50,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.630376,-46.734363
3500,750,133,3,4,3,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.622908,-46.744033
2400,600,87,2,3,2,2,0,0,0,0,Vila Andrade/São Paulo,rent,apartment,-23.625366,-46.742746
1800,890,68,3,2,1,2,1,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.639071,-46.735079
2100,780,83,3,2,1,2,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.628859,-46.740383
1836,284,51,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.624675,-46.739651
2300,800,87,2,2,1,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.628962,-46.743094
1600,718,64,2,2,1,2,0,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.624423,-46.735741
4000,1000,107,2,3,2,2,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.623658,-46.739636
1600,980,40,1,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.580615,-46.641414
3000,830,76,3,2,1,2,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.599286,-46.630856
1600,656,55,2,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.597247,-46.628647
5300,1485,119,3,2,1,4,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.581824,-46.647415
4000,780,62,2,2,1,2,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.583539,-46.634464
2500,700,46,1,2,1,1,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.589581,-46.626995
2250,850,35,1,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.59566,-46.648431
3700,1420,137,3,3,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.57852,-46.63873
3200,646,40,1,2,1,1,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.585891,-46.640023
1900,680,70,3,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.597228,-46.626561
2100,656,55,2,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.601722,-46.631003
1800,430,40,1,2,1,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.589613,-46.633262
2100,656,55,2,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.601722,-46.631003
2500,902,107,2,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.586853,-46.642529
3400,0,44,1,2,1,1,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.589581,-46.626995
1850,714,60,2,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.578917,-46.635261
4900,950,70,2,2,1,2,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.585642,-46.638439
1900,966,85,2,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.57798,-46.63571
2000,180,70,2,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.58803,-46.631357
3600,1200,80,3,2,1,2,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.586532,-46.629976
2700,181,186,3,2,1,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.579947,-46.65121
20000,2000,222,4,4,3,4,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.591272,-46.639259
1500,620,35,1,2,1,1,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.583449,-46.631977
2000,620,35,1,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.582423,-46.630168
2500,500,45,1,2,1,1,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.586055000000002,-46.63353
2300,680,68,2,2,1,1,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.584684,-46.643942
4500,0,148,3,5,3,2,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.581886,-46.61879
2500,830,53,2,2,1,1,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.598033,-46.632484
3300,1100,90,3,3,1,2,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.582762,-46.649552
10500,2780,161,4,4,3,4,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.588637,-46.647358
2200,805,92,3,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.597763,-46.635125
8100,2300,157,3,4,3,3,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.588359,-46.644179
5200,1160,86,2,2,1,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.583284,-46.629697
5500,1650,109,2,4,2,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.580897,-46.646711
14000,5000,290,4,6,4,4,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.581096,-46.652845
15000,3200,277,4,6,4,4,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.576177,-46.634277
2700,650,35,1,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.595646,-46.641108
1300,800,85,2,2,1,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.603896,-46.621129
5800,1000,90,2,3,2,2,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.588635,-46.642081
25000,3320,222,4,5,4,9,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.593954,-46.639542
2000,650,52,1,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.582423,-46.630168
6000,1450,180,4,4,2,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.585998,-46.645035
2200,564,70,3,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.604027,-46.620859
5500,1650,109,2,3,2,4,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.580897,-46.646711
3600,350,45,1,2,1,1,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.589581,-46.626995
3100,1260,100,3,2,1,3,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.606592,-46.6356
5500,3000,230,3,4,3,5,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.594701,-46.632258
10500,2780,160,3,5,3,4,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.588637,-46.647358
19000,2100,222,4,6,4,4,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.593954,-46.639542
5900,1400,110,2,3,2,1,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.587614,-46.632497
8000,2754,220,4,5,3,3,1,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.57821,-46.638708
4500,1100,103,2,3,1,1,0,1,0,0,Vila Mariana/São Paulo,rent,apartment,-23.579318,-46.644378
5000,974,84,2,3,2,2,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.58079,-46.645888
