cidade,dia,tmedia,tmax,tmin,chuva
Campos do Jordão,1994-01-24T00:00:00Z,19.4,24,15.7,13.2
Campos do Jordão,1994-01-25T00:00:00Z,18.533333333333335,22,16.9,6.4
Campos do Jordão,1994-01-28T00:00:00Z,20.3,24,16.5,6.3
Campos do Jordão,1994-01-29T00:00:00Z,20.933333333333334,26,16,6.6
Campos do Jordão,1994-01-30T00:00:00Z,20.466666666666665,23.4,10.9,0
Campos do Jordão,1994-01-31T00:00:00Z,20.533333333333335,24.2,14.1,0
Campos do Jordão,1994-02-01T00:00:00Z,18.8,25.2,12.5,0
Campos do Jordão,1994-02-02T00:00:00Z,20.2,25.4,12.1,5
Campos do Jordão,1994-02-03T00:00:00Z,21.933333333333334,27.2,12.7,0
Campos do Jordão,1994-02-04T00:00:00Z,21.8,26.4,13.3,0
Campos do Jordão,1994-02-05T00:00:00Z,20.133333333333333,25.4,13.5,0
Campos do Jordão,1994-02-06T00:00:00Z,18.333333333333336,23,15.1,12.2
Campos do Jordão,1994-02-07T00:00:00Z,19.266666666666666,23.2,15.7,15.8
Campos do Jordão,1994-02-08T00:00:00Z,19.066666666666666,24.7,13.6,4.4
Campos do Jordão,1994-02-09T00:00:00Z,20.166666666666668,24.8,12.7,4
Campos do Jordão,1994-02-10T00:00:00Z,18.46666666666667,24.8,12.7,0
Campos do Jordão,1994-02-11T00:00:00Z,18.5,23.6,14.3,67
Campos do Jordão,1994-02-12T00:00:00Z,19.966666666666665,24.5,14.3,20.2
Campos do Jordão,1994-02-13T00:00:00Z,19.166666666666668,23.6,16.1,3.8
Campos do Jordão,1994-02-14T00:00:00Z,20.666666666666668,25,15.1,2.3
Campos do Jordão,1994-02-15T00:00:00Z,20.599999999999998,25.4,16.1,0.2
Campos do Jordão,1994-02-16T00:00:00Z,20.866666666666667,25.6,16.1,0.4
Campos do Jordão,1994-02-17T00:00:00Z,19.366666666666667,26.6,14.2,5.4
Campos do Jordão,1994-02-18T00:00:00Z,21.966666666666665,26.2,14.1,17.3
Campos do Jordão,1994-02-19T00:00:00Z,20.8,25.8,13.3,0
Campos do Jordão,1994-02-20T00:00:00Z,21.4,26,13.9,1
Campos do Jordão,1994-02-21T00:00:00Z,20.833333333333332,24.6,13.3,0
Campos do Jordão,1994-02-22T00:00:00Z,19.2,25.4,11.6,0.2
Campos do Jordão,1994-02-23T00:00:00Z,20.066666666666666,24.8,12.3,0
Campos do Jordão,1994-02-24T00:00:00Z,19.666666666666668,24.6,12.3,0
Campos do Jordão,1994-02-25T00:00:00Z,19.933333333333334,25,13.7,0.3
Campos do Jordão,1994-02-26T00:00:00Z,19.400000000000002,24.6,16.5,0
Campos do Jordão,1994-02-27T00:00:00Z,21,25.2,16.1,1.5
Campos do Jordão,1994-02-28T00:00:00Z,20,24.4,15.7,0.8
Campos do Jordão,1994-03-01T00:00:00Z,18.866666666666667,20.4,16.7,8.8
Campos do Jordão,1994-03-02T00:00:00Z,17.2,19.4,15.1,10
Campos do Jordão,1994-03-03T00:00:00Z,16.333333333333332,19.4,12.9,7
Campos do Jordão,1994-03-04T00:00:00Z,15.333333333333334,20.8,12.3,1
Campos do Jordão,1994-03-05T00:00:00Z,16.8,21.2,8.5,0
Campos do Jordão,1994-03-06T00:00:00Z,14.266666666666666,15.4,11.9,0.6
Campos do Jordão,1994-03-07T00:00:00Z,14.9,18.8,11.8,2.8
Campos do Jordão,1994-03-08T00:00:00Z,17.4,21.6,12.3,2.4
Campos do Jordão,1994-03-09T00:00:00Z,17.46666666666667,22.4,12.6,10
Campos do Jordão,1994-03-10T00:00:00Z,18.2,22.6,13.9,13.2
Campos do Jordão,1994-03-11T00:00:00Z,18.2,23,14.9,10
Campos do Jordão,1994-03-12T00:00:00Z,18.53333333333333,21.6,13.9,45.5
Campos do Jordão,1994-03-13T00:00:00Z,17.966666666666665,22.2,12.3,13
Campos do Jordão,1994-03-14T00:00:00Z,17.866666666666667,21.8,10.7,1
Campos do Jordão,1994-03-15T00:00:00Z,18.166666666666668,21.6,10.5,28.7
Campos do Jordão,1994-03-16T00:00:00Z,17.733333333333334,22.2,12.3,1.7
Campos do Jordão,1994-03-17T00:00:00Z,19.133333333333333,24.4,12.5,13.8
Campos do Jordão,1994-03-18T00:00:00Z,19.333333333333332,23.6,15.5,0
Campos do Jordão,1994-03-19T00:00:00Z,18.933333333333334,24.4,14.3,11.6
Campos do Jordão,1994-03-20T00:00:00Z,17.400000000000002,19.6,16.3,8
Campos do Jordão,1994-03-21T00:00:00Z,18.53333333333333,22.5,15.7,1.8
Campos do Jordão,1994-03-22T00:00:00Z,16.866666666666667,20.8,12.7,0
Campos do Jordão,1994-03-23T00:00:00Z,18.53333333333333,22.2,13.7,9.8
Campos do Jordão,1994-03-24T00:00:00Z,18.733333333333334,24.6,10.3,0
Campos do Jordão,1994-03-25T00:00:00Z,18.4,22.2,12.1,2.4
Campos do Jordão,1994-03-26T00:00:00Z,17.533333333333335,21.2,15.7,5.4
Campos do Jordão,1994-03-27T00:00:00Z,16.066666666666666,17,13.5,83
Campos do Jordão,1994-03-28T00:00:00Z,17.333333333333332,23,10.3,0.2
Campos do Jordão,1994-03-29T00:00:00Z,17.666666666666668,22.6,8.5,0
Campos do Jordão,1994-03-30T00:00:00Z,19.066666666666666,23.6,11.1,0.6
Campos do Jordão,1994-03-31T00:00:00Z,16.633333333333333,21,12.1,20
Campos do Jordão,1994-04-01T00:00:00Z,17.53333333333333,20.2,14.5,10
Campos do Jordão,1994-04-02T00:00:00Z,17,19.8,13.3,10.2
Campos do Jordão,1994-04-03T00:00:00Z,17.066666666666666,22,11.3,0.1
Campos do Jordão,1994-04-04T00:00:00Z,16.7,23,8.5,0
Campos do Jordão,1994-04-05T00:00:00Z,18.266666666666666,23.8,7.5,0
Campos do Jordão,1994-04-06T00:00:00Z,16.8,22.7,5.9,0
Campos do Jordão,1994-04-07T00:00:00Z,16.53333333333333,18,13.9,0
Campos do Jordão,1994-04-08T00:00:00Z,14.733333333333334,17.8,8.1,2.2
Campos do Jordão,1994-04-09T00:00:00Z,14.733333333333334,19.4,10,4.4
Campos do Jordão,1994-04-10T00:00:00Z,15.866666666666667,20.8,5.5,0
Campos do Jordão,1994-04-11T00:00:00Z,17.133333333333333,23.2,6.7,0
Campos do Jordão,1994-04-12T00:00:00Z,18.4,23,9.2,0
Campos do Jordão,1994-04-13T00:00:00Z,17.400000000000002,20.2,10.3,0
Campos do Jordão,1994-04-14T00:00:00Z,15.733333333333333,18.1,14.1,18.9
Campos do Jordão,1994-04-15T00:00:00Z,14.8,19.2,11.9,10.4
Campos do Jordão,1994-04-16T00:00:00Z,17.133333333333333,21.8,9.3,0.1
Campos do Jordão,1994-04-17T00:00:00Z,16.733333333333334,20,9.5,0
Campos do Jordão,1994-04-18T00:00:00Z,17.2,18.6,14.7,0
Campos do Jordão,1994-04-19T00:00:00Z,16.633333333333333,20,12.7,12.8
Campos do Jordão,1994-04-20T00:00:00Z,17.933333333333334,21.6,10.2,2.2
Campos do Jordão,1994-04-21T00:00:00Z,17.633333333333333,22.2,13.5,0
Campos do Jordão,1994-04-22T00:00:00Z,16.96666666666667,19,13.5,0
Campos do Jordão,1994-04-23T00:00:00Z,17.233333333333334,21.4,12.9,0.6
Campos do Jordão,1994-04-24T00:00:00Z,17.633333333333333,22.4,12.9,3.3
Campos do Jordão,1994-04-25T00:00:00Z,16.6,20,11.5,0.6
Campos do Jordão,1994-04-26T00:00:00Z,17.3,21.2,12.5,0
Campos do Jordão,1994-04-27T00:00:00Z,18.1,23.4,10.9,10.9
Campos do Jordão,1994-04-28T00:00:00Z,18.53333333333333,23.8,9.7,0
Campos do Jordão,1994-04-29T00:00:00Z,18.333333333333332,23.2,9.5,0
Campos do Jordão,1994-04-30T00:00:00Z,16.8,22.6,9.9,0
Campos do Jordão,1994-05-01T00:00:00Z,16.8,22.4,7.7,0
Campos do Jordão,1994-05-02T00:00:00Z,16.833333333333332,21.3,7.2,0
Campos do Jordão,1994-05-03T00:00:00Z,16.433333333333334,22,8.9,0
Campos do Jordão,1994-05-04T00:00:00Z,16.333333333333332,21,9.7,0
Campos do Jordão,1994-05-05T00:00:00Z,16.4,22.8,6.5,0
Campos do Jordão,1994-05-06T00:00:00Z,16.266666666666666,21.8,5.9,0
Campos do Jordão,1994-05-07T00:00:00Z,16.533333333333335,22,6.1,0
Campos do Jordão,1994-05-08T00:00:00Z,16.366666666666667,21.1,7.7,0
Campos do Jordão,1994-05-09T00:00:00Z,14.666666666666668,21.8,7.1,0
Campos do Jordão,1994-05-10T00:00:00Z,16.53333333333333,21.9,7.3,0
Campos do Jordão,1994-05-11T00:00:00Z,17.6,21.4,11.5,0
Campos do Jordão,1994-05-12T00:00:00Z,16.466666666666665,20.6,10,0
Campos do Jordão,1994-05-13T00:00:00Z,16.733333333333334,18.2,11.9,0
Campos do Jordão,1994-05-14T00:00:00Z,13.266666666666666,14.2,10.5,30.4
Campos do Jordão,1994-05-15T00:00:00Z,11.6,14,9.5,73.4
Campos do Jordão,1994-05-16T00:00:00Z,13.266666666666667,16.4,8,10.8
Campos do Jordão,1994-05-17T00:00:00Z,14.9,18.8,7.9,0
Campos do Jordão,1994-05-18T00:00:00Z,13.133333333333333,19.2,2.4,0
Campos do Jordão,1994-05-19T00:00:00Z,13.966666666666667,19.6,3.7,0
Campos do Jordão,1994-05-20T00:00:00Z,13.666666666666668,19.8,3.6,0
Campos do Jordão,1994-05-21T00:00:00Z,14.8,20.4,9.1,0
Campos do Jordão,1994-05-22T00:00:00Z,16.333333333333332,20.2,7.7,0
Campos do Jordão,1994-05-23T00:00:00Z,15.333333333333332,19.2,9.1,0
Campos do Jordão,1994-05-24T00:00:00Z,15.733333333333333,20.4,9.1,0
Campos do Jordão,1994-05-25T00:00:00Z,17.4,21.8,9.9,0
Campos do Jordão,1994-05-26T00:00:00Z,14.833333333333334,21.6,8.1,0
Campos do Jordão,1994-05-27T00:00:00Z,13.866666666666667,15.2,9.5,4
Campos do Jordão,1994-05-28T00:00:00Z,14.2,19,9.9,17.4
Campos do Jordão,1994-05-29T00:00:00Z,14.200000000000001,17.2,10.9,0
Campos do Jordão,1994-05-30T00:00:00Z,14.333333333333334,19.4,7.5,0
Campos do Jordão,1994-05-31T00:00:00Z,14.200000000000001,19.2,5.9,0
Campos do Jordão,1994-06-01T00:00:00Z,13,17.4,6.8,0
Campos do Jordão,1994-06-02T00:00:00Z,14.6,19,6.9,0
Campos do Jordão,1994-06-03T00:00:00Z,13.533333333333333,18.9,9.9,0
Campos do Jordão,1994-06-04T00:00:00Z,13,18.8,4.7,0
Campos do Jordão,1994-06-05T00:00:00Z,14.2,17.6,8.1,4.6
Campos do Jordão,1994-06-06T00:00:00Z,14.1,19.6,2.7,0
Campos do Jordão,1994-06-07T00:00:00Z,13.5,20.4,4,0
Campos do Jordão,1994-06-08T00:00:00Z,12.4,18.6,4.7,0
Campos do Jordão,1994-06-09T00:00:00Z,12.8,14.4,9.2,0.6
Campos do Jordão,1994-06-10T00:00:00Z,11.966666666666667,17.6,5.1,0
Campos do Jordão,1994-06-11T00:00:00Z,11.066666666666666,19,2.7,0
Campos do Jordão,1994-06-12T00:00:00Z,10.533333333333333,19,-0.3,0
Campos do Jordão,1994-06-13T00:00:00Z,10.9,16.2,3.1,0
Campos do Jordão,1994-06-14T00:00:00Z,9.8,16.6,1.9,0
Campos do Jordão,1994-06-15T00:00:00Z,12.3,18.8,2.9,0
Campos do Jordão,1994-06-16T00:00:00Z,12.666666666666666,20.4,2.9,0
Campos do Jordão,1994-06-17T00:00:00Z,13,21.3,3.9,0
Campos do Jordão,1994-06-18T00:00:00Z,12.566666666666666,20.3,2.3,0
Campos do Jordão,1994-06-19T00:00:00Z,12.266666666666666,19,2.9,0
Campos do Jordão,1994-06-20T00:00:00Z,12.799999999999999,18.8,2.9,0
Campos do Jordão,1994-06-21T00:00:00Z,13.633333333333333,18.4,6.7,0
Campos do Jordão,1994-06-22T00:00:00Z,14.799999999999999,16.4,11.9,0
Campos do Jordão,1994-06-23T00:00:00Z,13.533333333333333,16.2,9.9,29.4
Campos do Jordão,1994-06-24T00:00:00Z,14.266666666666666,18.4,9.5,0
Campos do Jordão,1994-06-25T00:00:00Z,13,14.4,3.9,3.4
Campos do Jordão,1994-06-26T00:00:00Z,6.133333333333333,13.6,-2.2,5.6
Campos do Jordão,1994-06-27T00:00:00Z,5.9,17,-3.5,0
Campos do Jordão,1994-06-28T00:00:00Z,8.066666666666666,19.4,-2.1,0
Campos do Jordão,1994-06-29T00:00:00Z,8.266666666666666,18.6,-2.5,0
Campos do Jordão,1994-06-30T00:00:00Z,9.233333333333334,19.4,-0.5,0
Campos do Jordão,1994-07-01T00:00:00Z,12.433333333333334,20,6.9,0
Campos do Jordão,1994-07-02T00:00:00Z,12.600000000000001,22.4,1.7,0
Campos do Jordão,1994-07-03T00:00:00Z,13.133333333333333,19.3,3.9,0
Campos do Jordão,1994-07-04T00:00:00Z,12.633333333333333,19.2,4.7,0
Campos do Jordão,1994-07-05T00:00:00Z,11,17.4,3.5,0
Campos do Jordão,1994-07-06T00:00:00Z,13,17.8,3.9,0
Campos do Jordão,1994-07-07T00:00:00Z,15.333333333333332,19.4,11.9,0
Campos do Jordão,1994-07-08T00:00:00Z,14.6,17.8,12.3,0
Campos do Jordão,1994-07-09T00:00:00Z,10.133333333333333,12.6,1.7,7.8
Campos do Jordão,1994-07-10T00:00:00Z,4.933333333333334,9.4,-0.7,0
Campos do Jordão,1994-07-11T00:00:00Z,8.066666666666666,11.2,3.5,0
Campos do Jordão,1994-07-12T00:00:00Z,8.8,15.4,-1.1,0
Campos do Jordão,1994-07-13T00:00:00Z,8.8,16,-0.5,0
Campos do Jordão,1994-07-14T00:00:00Z,9.266666666666666,16.6,0.5,0
Campos do Jordão,1994-07-15T00:00:00Z,10.6,19.6,0.5,0
Campos do Jordão,1994-07-16T00:00:00Z,11.399999999999999,21.4,0.5,0
Campos do Jordão,1994-07-17T00:00:00Z,12.066666666666666,19.2,1.9,0
Campos do Jordão,1994-07-18T00:00:00Z,12.933333333333332,21,2.1,0
Campos do Jordão,1994-07-19T00:00:00Z,13.4,20.6,2.4,0
Campos do Jordão,1994-07-20T00:00:00Z,12.8,20.4,2.7,0
Campos do Jordão,1994-07-21T00:00:00Z,13.266666666666666,21.2,3.3,0
Campos do Jordão,1994-07-22T00:00:00Z,15.066666666666666,20.8,5.9,0
Campos do Jordão,1994-07-23T00:00:00Z,12.6,15,7.7,5.2
Campos do Jordão,1994-07-24T00:00:00Z,11.133333333333333,18,4.5,19
Campos do Jordão,1994-07-25T00:00:00Z,12,20.2,1.9,0
Campos do Jordão,1994-07-26T00:00:00Z,13.733333333333334,21.8,2.9,0
Campos do Jordão,1994-07-27T00:00:00Z,13.666666666666666,22.8,2.1,0
Campos do Jordão,1994-07-28T00:00:00Z,14.333333333333334,22.2,3.5,0
Campos do Jordão,1994-07-29T00:00:00Z,14.866666666666665,23.2,4.7,0
Campos do Jordão,1994-07-30T00:00:00Z,14.799999999999999,22.4,5.1,0
Campos do Jordão,1994-07-31T00:00:00Z,13.866666666666667,21.4,4.9,0
Campos do Jordão,1994-08-01T00:00:00Z,14.066666666666666,21.8,4.3,0
Campos do Jordão,1994-08-02T00:00:00Z,14.333333333333334,20.6,5.1,0
Campos do Jordão,1994-08-03T00:00:00Z,13.4,18.4,11.1,0
Campos do Jordão,1994-08-04T00:00:00Z,10.6,14.6,1.9,0
Campos do Jordão,1994-08-05T00:00:00Z,9.333333333333332,15.2,2.9,0
Campos do Jordão,1994-08-06T00:00:00Z,8.833333333333334,17.6,-0.9,0
Campos do Jordão,1994-08-07T00:00:00Z,10.200000000000001,17,1,0
Campos do Jordão,1994-08-08T00:00:00Z,10.9,19.2,-1.1,0
Campos do Jordão,1994-08-09T00:00:00Z,11.933333333333334,21.4,-0.3,0
Campos do Jordão,1994-08-10T00:00:00Z,13.233333333333333,23.2,1.3,0
Campos do Jordão,1994-08-11T00:00:00Z,12,15.6,7.8,0
Campos do Jordão,1994-08-12T00:00:00Z,13.566666666666666,20,4.7,0
Campos do Jordão,1994-08-13T00:00:00Z,14.666666666666666,21.2,3.5,0
Campos do Jordão,1994-08-14T00:00:00Z,13.733333333333333,22,2.7,0
Campos do Jordão,1994-08-15T00:00:00Z,13.733333333333334,21.4,1.7,0
Campos do Jordão,1994-08-16T00:00:00Z,14.4,22.4,2.7,0
Campos do Jordão,1994-08-17T00:00:00Z,13.6,19,7.5,0
Campos do Jordão,1994-08-18T00:00:00Z,15.799999999999999,21,8.7,0
Campos do Jordão,1994-08-19T00:00:00Z,15.166666666666668,22,4.1,0
Campos do Jordão,1994-08-20T00:00:00Z,14.299999999999999,22.1,2.2,0
Campos do Jordão,1994-08-21T00:00:00Z,14.833333333333334,23.2,2,0
Campos do Jordão,1994-08-22T00:00:00Z,14.533333333333333,23,0.5,0
Campos do Jordão,1994-08-23T00:00:00Z,15.733333333333333,23.2,2.7,0
Campos do Jordão,1994-08-24T00:00:00Z,13.966666666666667,21.2,4.3,0
Campos do Jordão,1994-08-25T00:00:00Z,15.700000000000001,22.6,4.7,0
Campos do Jordão,1994-08-26T00:00:00Z,16.8,24.2,5.6,0
Campos do Jordão,1994-08-27T00:00:00Z,16.366666666666667,22.8,6.1,0
Campos do Jordão,1994-08-30T00:00:00Z,17.599999999999998,25.2,5,0
Campos do Jordão,1994-08-31T00:00:00Z,17.266666666666666,25.8,4.7,0
Campos do Jordão,1994-09-01T00:00:00Z,18.8,25.6,4.9,0
Campos do Jordão,1994-09-02T00:00:00Z,17.933333333333334,26.6,4.6,0
Campos do Jordão,1994-09-03T00:00:00Z,15.333333333333334,21.2,7.7,0
Campos do Jordão,1994-09-04T00:00:00Z,15.133333333333333,19.2,8.9,0
Campos do Jordão,1994-09-05T00:00:00Z,16,20.6,10.5,0
Campos do Jordão,1994-09-06T00:00:00Z,16.4,23.4,5.1,0
Campos do Jordão,1994-09-07T00:00:00Z,17.4,24.8,4.3,0
Campos do Jordão,1994-09-08T00:00:00Z,17.066666666666666,21.2,6.2,0
Campos do Jordão,1994-09-09T00:00:00Z,12.333333333333334,16.2,6.9,0.5
Campos do Jordão,1994-09-10T00:00:00Z,13,18.6,8.1,0
Campos do Jordão,1994-09-11T00:00:00Z,15.133333333333333,22.2,5,0
Campos do Jordão,1994-09-12T00:00:00Z,17.066666666666666,25.2,3.5,0
Campos do Jordão,1994-09-13T00:00:00Z,17.666666666666664,24.5,5.3,0
Campos do Jordão,1994-09-14T00:00:00Z,17.466666666666665,22.8,6.9,0
Campos do Jordão,1994-09-15T00:00:00Z,19.8,25,8.7,0
Campos do Jordão,1994-09-16T00:00:00Z,15.533333333333333,17.4,8.9,0
Campos do Jordão,1994-09-17T00:00:00Z,17.6,22.2,12.3,0
Campos do Jordão,1994-09-18T00:00:00Z,18,23.4,9.5,0
Campos do Jordão,1994-09-19T00:00:00Z,17.2,22.8,5.1,0
Campos do Jordão,1994-09-20T00:00:00Z,18.333333333333332,27.4,5.5,0
Campos do Jordão,1994-09-21T00:00:00Z,19.133333333333333,26.4,3.7,0
Campos do Jordão,1994-09-22T00:00:00Z,20.333333333333332,28,5.5,0
Campos do Jordão,1994-09-23T00:00:00Z,17.55,27.2,5.3,0
Campos do Jordão,1994-09-24T00:00:00Z,19.53333333333333,27.6,4.9,0
Campos do Jordão,1994-09-26T00:00:00Z,19.933333333333334,27.4,7.3,0
Campos do Jordão,1994-09-27T00:00:00Z,13.8,15.6,9.9,0
Campos do Jordão,1994-09-28T00:00:00Z,13.333333333333334,18.2,9.3,0.2
Campos do Jordão,1994-09-29T00:00:00Z,16.6,24,6.3,0
Campos do Jordão,1994-09-30T00:00:00Z,17.8,24.4,4.7,0
Campos do Jordão,1994-10-01T00:00:00Z,20.8,26.8,9.7,0
Campos do Jordão,1994-10-02T00:00:00Z,22.566666666666666,27.8,9.9,0
Campos do Jordão,1994-10-03T00:00:00Z,21.2,28.2,8.2,0
Campos do Jordão,1994-10-04T00:00:00Z,17.8,21.8,9.7,0
Campos do Jordão,1994-10-05T00:00:00Z,18.266666666666666,22.6,12.8,0
Campos do Jordão,1994-10-06T00:00:00Z,18,23,13.5,0
Campos do Jordão,1994-10-07T00:00:00Z,17.4,22.2,12.6,0
Campos do Jordão,1994-10-08T00:00:00Z,18.3,23.2,10.5,0
Campos do Jordão,1994-10-09T00:00:00Z,17.866666666666667,24.2,5.7,0
Campos do Jordão,1994-10-10T00:00:00Z,19.066666666666666,25.8,5.7,0
Campos do Jordão,1994-10-11T00:00:00Z,16.933333333333334,20.4,11.8,0
Campos do Jordão,1994-10-12T00:00:00Z,18.933333333333334,23.4,8.3,0
Campos do Jordão,1994-10-13T00:00:00Z,21.133333333333333,27.8,9,0
Campos do Jordão,1994-10-14T00:00:00Z,20.533333333333335,24.8,12.3,0
Campos do Jordão,1994-10-15T00:00:00Z,19.066666666666666,25.4,13.7,0
Campos do Jordão,1994-10-16T00:00:00Z,18.066666666666666,23,13.5,0
Campos do Jordão,1994-10-17T00:00:00Z,18.833333333333332,25.2,12.8,0.4
Campos do Jordão,1994-10-18T00:00:00Z,19.066666666666666,24.2,13.3,5.8
Campos do Jordão,1994-10-19T00:00:00Z,20.933333333333334,25.4,13.9,0
Campos do Jordão,1994-10-20T00:00:00Z,19.3,26.2,14.5,0
Campos do Jordão,1994-10-21T00:00:00Z,19.3,24.4,13.8,7.7
Campos do Jordão,1994-10-22T00:00:00Z,17.46666666666667,22.5,13.5,0
Campos do Jordão,1994-10-23T00:00:00Z,18.833333333333336,23.6,11,21
Campos do Jordão,1994-10-24T00:00:00Z,18.933333333333334,22.8,11.5,0
Campos do Jordão,1994-10-25T00:00:00Z,18.533333333333335,23.5,15.1,5.6
Campos do Jordão,1994-10-26T00:00:00Z,17.733333333333334,20.4,13.9,0
Campos do Jordão,1994-10-27T00:00:00Z,17.400000000000002,20,15.3,26.8
Campos do Jordão,1994-10-28T00:00:00Z,19.533333333333335,24.2,14.7,8.5
Campos do Jordão,1994-10-29T00:00:00Z,16.333333333333332,18.6,10.5,0.8
Campos do Jordão,1994-10-30T00:00:00Z,13.533333333333333,17.2,9.9,0.2
Campos do Jordão,1994-10-31T00:00:00Z,16.666666666666664,21.3,12.5,0
Campos do Jordão,1994-11-01T00:00:00Z,20,25.4,12.5,0
Campos do Jordão,1994-11-02T00:00:00Z,20.266666666666666,23.8,14.2,0.4
Campos do Jordão,1994-11-03T00:00:00Z,20.8,25.4,15.3,0
Campos do Jordão,1994-11-04T00:00:00Z,20.066666666666666,25.6,10.5,0
Campos do Jordão,1994-11-05T00:00:00Z,19.400000000000002,24.2,13.9,2
Campos do Jordão,1994-11-06T00:00:00Z,20.3,25.6,12.3,1.6
Campos do Jordão,1994-11-07T00:00:00Z,20.4,26,11.9,9
Campos do Jordão,1994-11-08T00:00:00Z,20.333333333333332,25.6,10.1,0.2
Campos do Jordão,1994-11-09T00:00:00Z,20.666666666666668,25,11.9,0.2
Campos do Jordão,1994-11-10T00:00:00Z,18.933333333333334,23.8,14.7,5.2
Campos do Jordão,1994-11-11T00:00:00Z,21.066666666666666,26.6,8.7,0
Campos do Jordão,1994-11-12T00:00:00Z,22.133333333333333,28.6,8.9,0
Campos do Jordão,1994-11-13T00:00:00Z,18.599999999999998,25,13.3,15.8
Campos do Jordão,1994-11-14T00:00:00Z,19.4,21.8,15.2,0
Campos do Jordão,1994-11-15T00:00:00Z,18.266666666666666,22.8,15.1,35
Campos do Jordão,1994-11-16T00:00:00Z,20.033333333333335,24.2,15.5,10.2
Campos do Jordão,1994-11-17T00:00:00Z,19.733333333333334,24.4,14.3,0.8
Campos do Jordão,1994-11-18T00:00:00Z,17.933333333333334,19.4,15.9,5.3
Campos do Jordão,1994-11-19T00:00:00Z,16.566666666666666,17,14.9,20
Campos do Jordão,1994-11-20T00:00:00Z,13.466666666666667,15.4,8.3,11.6
Campos do Jordão,1994-11-21T00:00:00Z,11.766666666666666,16.6,9.3,0
Campos do Jordão,1994-11-22T00:00:00Z,12.2,16.4,9.5,0.4
Campos do Jordão,1994-11-23T00:00:00Z,13.866666666666667,17.6,8.9,0.1
Campos do Jordão,1994-11-24T00:00:00Z,15.1,19.2,5.3,0
Campos do Jordão,1994-11-25T00:00:00Z,15.833333333333334,20.2,8.1,0
Campos do Jordão,1994-11-26T00:00:00Z,16.933333333333334,21.8,10.3,0
Campos do Jordão,1994-11-27T00:00:00Z,18.166666666666668,22.4,12.9,0
Campos do Jordão,1994-11-28T00:00:00Z,16.633333333333333,19.2,14.1,7.6
Campos do Jordão,1994-11-29T00:00:00Z,16.633333333333333,19.6,14.3,10.5
Campos do Jordão,1994-11-30T00:00:00Z,19.46666666666667,23,12.3,11.8
Campos do Jordão,1994-12-01T00:00:00Z,19.866666666666667,24.6,10.1,0
Campos do Jordão,1994-12-02T00:00:00Z,20.066666666666666,23.3,13.1,0
Campos do Jordão,1994-12-03T00:00:00Z,19.46666666666667,24.4,11.7,0
Campos do Jordão,1994-12-04T00:00:00Z,20.566666666666666,25.3,11.1,0
Campos do Jordão,1994-12-05T00:00:00Z,18.2,23.8,12.7,0
Campos do Jordão,1994-12-06T00:00:00Z,19.733333333333334,24.2,12.2,8.8
Campos do Jordão,1994-12-07T00:00:00Z,18.8,21,15.7,20
Campos do Jordão,1994-12-08T00:00:00Z,17.2,20.8,13,68.6
Campos do Jordão,1994-12-09T00:00:00Z,19,23.2,11.3,0
Campos do Jordão,1994-12-10T00:00:00Z,18.8,23.4,13.7,11.2
Campos do Jordão,1994-12-11T00:00:00Z,19.266666666666666,23.8,14.5,9.2
Campos do Jordão,1994-12-12T00:00:00Z,18.066666666666666,24.2,13,25.4
Campos do Jordão,1994-12-13T00:00:00Z,20.53333333333333,25.8,11.7,1.6
Campos do Jordão,1994-12-14T00:00:00Z,19.066666666666666,26.2,12.5,8.6
Campos do Jordão,1994-12-15T00:00:00Z,21.866666666666667,25.4,13.1,0
Campos do Jordão,1994-12-16T00:00:00Z,19.266666666666666,23.2,13.9,7.8
Campos do Jordão,1994-12-17T00:00:00Z,18.5,22.4,12.1,3.4
Campos do Jordão,1994-12-18T00:00:00Z,17.633333333333333,21.6,15.9,14.2
Campos do Jordão,1994-12-19T00:00:00Z,17.6,20.5,11.7,15.6
Campos do Jordão,1994-12-20T00:00:00Z,18.766666666666666,23.2,12.1,1.8
Campos do Jordão,1994-12-21T00:00:00Z,19.466666666666665,23.4,12.3,0
Campos do Jordão,1994-12-22T00:00:00Z,16.966666666666665,18,15.7,58.2
Campos do Jordão,1994-12-23T00:00:00Z,17.400000000000002,19,14.3,56.4
Campos do Jordão,1994-12-24T00:00:00Z,17.4,22.6,10.3,3.2
Campos do Jordão,1994-12-25T00:00:00Z,19.866666666666667,24.4,12.1,0
Campos do Jordão,1994-12-26T00:00:00Z,19.266666666666666,23.6,16.1,61.4
Campos do Jordão,1994-12-27T00:00:00Z,19.333333333333332,23.6,13.5,0.6
Campos do Jordão,1994-12-28T00:00:00Z,19.066666666666666,23.3,14.7,0.2
Campos do Jordão,1994-12-29T00:00:00Z,19.533333333333335,23.8,14.9,0
Campos do Jordão,1994-12-30T00:00:00Z,21,25.2,11.4,0
Campos do Jordão,1994-12-31T00:00:00Z,20.166666666666668,24,13.9,0
Campos do Jordão,1995-01-01T00:00:00Z,18.2,21,15.5,16
Campos do Jordão,1995-01-02T00:00:00Z,18.133333333333333,21.8,15.5,18.2
Campos do Jordão,1995-01-03T00:00:00Z,18.733333333333334,22.2,15.3,4.8
Campos do Jordão,1995-01-04T00:00:00Z,18.133333333333333,20.5,15.5,53.7
